tweet_id,text,source,created_at,possibly_sensitive,author_id,places_type,places_normalized_text,hashtags,lang
1.4657520664549663e+18,"@contatra @hsmcknight @Murcut @CBCNews provide evidence that ANY of the death incidents reported in Vaers are a direct cause of the vaccine.

i'll wait.",Twitter Web App,2021-11-30T18:38:19.000Z,0.0,3297362836.0,Place,Vaers,,en
1.4657507820583158e+18,@CBCSask Government policy failures. Our cases are lower than the first wave but they still cant get their shit together. Should have adopted early antiviral treament and spared the healthcare but they dug in with trudeau's vaccine only garbage. That cost us lives and resources. @cbcnews,Twitter for Android,2021-11-30T18:33:13.000Z,0.0,1165415784.0,,,,en
1.4657507371875738e+18,"@nationalpost Omicron
Proved once and for all the
Vaccine Passport was a joke and a
FASCIST power grab!
The whole world has the new
Varients now, AND....
it walked right by medical security,
Boarded an Airplane and Strutted into your Home town Unimpeded or DETECTED! https://t.co/joJVfbXTOM",Twitter for Android,2021-11-30T18:33:02.000Z,1.0,1.3653971900807455e+18,Organization,Vaccine Passport,,en
1.4657482847402312e+18,"@nationalpost Why do we let these profiteering modern day robber bandits get away with propaganda?  Omicron is less infectious, more contagious variant with no incidences of illness or death; so they spout invalid scientism.  Second, their vaccine doesn't have durable immunity; the real issue.",Twitter Web App,2021-11-30T18:23:18.000Z,0.0,18618129.0,,,,en
1.465744010799104e+18,@Clint0nAnders0n @CBCAlerts Whoever took the fake vaccine aka depopulation jab should start praying to whoever it is they pray to.🙏,Twitter for Android,2021-11-30T18:06:19.000Z,0.0,1.1921686000706929e+18,,,,en
1.465741940507525e+18,"@Murcut @CBCNews Yeah ,no. That's just wrong. You have no idea.  A white supremacist because I'm scared of an unproven vaccine? And all the rest of your bullshit you just spewed? Give your head a shake, clown!",Twitter for Android,2021-11-30T17:58:05.000Z,0.0,1.2801725861571174e+18,,,,en
1.465741349097902e+18,"@GVendacopy @hsmcknight @Murcut @CBCNews So you don't think, that if it was the vaccine and they got covid it shows lack of efficiency in the vaccine? You didn't say that but i am asking. Because the whole point kind of is that it is efficient.",Twitter Web App,2021-11-30T17:55:44.000Z,0.0,1.3476024062138819e+18,,,,en
1.4657405129300132e+18,@Paco514 @hsmcknight @CBCNews Show proof they died from the vaccine after being coerced.,Twitter for iPhone,2021-11-30T17:52:25.000Z,0.0,1.4015864638174904e+18,,,,en
1.465739402634666e+18,@JessicaBerlette @CBCNews The majority of people who got the vaccine had to have their freedoms stripped away in order to get a medical procedure they didn't need.,Twitter for Android,2021-11-30T17:48:00.000Z,0.0,3052958112.0,,,,en
1.4657386572524012e+18,@Garland2018 @vivenconsulting @CBCAlerts Air travel is a privilege. Leaving or entering Canada is a right however as a citizen. US border crossing also has a vaccine requirement. A unvaccinated person is legally unable to leave Canada if they choose. That is the problem with it.,Twitter Web App,2021-11-30T17:45:02.000Z,0.0,1.4326857066614866e+18,Place Place Place,Canada US Canada,,en
1.4657376134327378e+18,"@sj_ca1867 @TerryON87213666 @bugalooa @CBCAlerts @AshleyBurkeCBC @CBCNews Please explain how me getting a vaccine protects you if I can still get it and can still pass it onto you , but if i am unvaccinated and stay to myself or at least 6 feet away from you and wear a mask there is a lot lower ossibility of me passing it to you .",Twitter for Android,2021-11-30T17:40:53.000Z,0.0,1.4619057813690245e+18,,,,en
1.465736582187692e+18,@twowheelunion @CBCNews The majority of people who have gotten the vaccine have done it for the right reasons... To protect themselves and the healthcare system. Not to go into Dairy Queen. 🙄,Twitter for Android,2021-11-30T17:36:47.000Z,0.0,163168877.0,,,,en
