tweet_id,text,sentiment,labels,ca_related
1.4660980808985518e+18,@logosaetos @YoSoyNoConocido @globeandmail I'm unvaccinated with health issues had it and was dine I actually got it from the team at work who gave it to me and I was the last 1 standing and 1st back to work my family are unvaccinated haven't had it so where would we have benefitted from a vaccine.,,,
1.4660346148085883e+18,@CBCNews In other words.. vaccine doesn't work but get a booster shot and once it's updated go ahead and get another shot.,,,
1.466119345419944e+18,@CazHeck @logosaetos @globeandmail Exactly! There are no benefits from the vaccine only unanswered questions? So if they have no answers then they cannot claim it’s safe. Their paper fortress is burning.,,,
1.4660826148136305e+18,"@nationalpost If the first two doses failed to provide protection, why would we use the same vaccine and think it is going to work this time?",,,
1.4660818455906468e+18,"@GYaYo7 @CBCNews Dont forget to look at the other side of the issue.
https://t.co/ABGjiFfP7T",,,
1.4661640818162156e+18,"@Shrikantha5 @globeandmail 1. COVID vaccines are not multivalent
2. Typically mutations occur in an immunocompromised person who struggles to clear infection, regardless if they have any immunity and if so if from prior infection or vaccine.
3. This spreads a lot more easily among &amp; hits unvaxxed the most.",,,
1.4660892560199762e+18,"@DirtBayAttitude @JaguarsFan98 @CBCAlerts @CBCNews Up until they announced that the vaxxed will need to test again for travel.  So really, how's that vaccine working?! Epic Fail!",,,
1.4660719078166856e+18,"@nationalpost Wake up, vaccine compliance rates in Canada are some of the highest in the world and it hasn't changed a single fucking thing!",,,
1.4661347499788042e+18,"@globeandmail There is limit on how many VOCs multivalent vaccine can address before losing efficacy.

Loss of efficacy means more VOCs because virus that survives vaccine mutates.
Think about that.",,,
1.466167398092923e+18,@nationalpost No one wants to be around these science denying troglodytes anyways particularly around those that don't believe their vaccine works,,,
1.465890723673383e+18,"@pottsjmike @CBCAlerts So?

Nobody said vaccine was 100%

Your seatbelt isn't 100% effective but it's still mandatory that you wear it to enjoy the privilege of driving.",,,
1.466119825541849e+18,@googoo4gaga6 @CBCNews Well that's the thing. More children are harmed by covid than the vaccine itself.   So vaccinating children is not putting them in harm's way.,,,
1.4658535482274447e+18,@nationalpost Do we have an effective vaccine on which which waive the patents?,,,
1.4661176019399762e+18,"@nationalpost Omicron has Proven, once and for all, VACCINE PASSPORTS are a power grab!
The Whole World has the new
Variant Now, 
AND....
it walked right by medical security,
Boarded an Airplane and Strutted into your City within a FULLY VACCINATED person! 
What other lies are they selling? https://t.co/5AyajO4USO",,,
1.4659261087050015e+18,@nationalpost Does work work ? Vaccine's do not need 2nd shot. 3 rd so. On this is a drug,,,
1.465936536290091e+18,@CBCNews Vaccines will never work when you create viruses! Dr Fauci who created the virus is the reason for this all and on top created a vaccine that is destroying lives. Enough is enough!,,,
1.4658378765962732e+18,"@nationalpost Omicron;
Proving the Vaccine Passport was a FASCIST power grab!
The entire world now has 
Omicron...
It got a free pass to Board an Airplane and fly to your Home City, Unimpeded or DETECTED!
What else are They lying about? https://t.co/A8hzHXmeNC",,,
1.4660871230151188e+18,"More @CBCNews: Quebec records highest single-day case total since April 22. Health minister Dubé points out that hundreds of thousands of vaccine-eligible Quebecers still haven't got their shots, even if vaccination rate remains high. https://t.co/tj4xczob21",,,
1.466055952977707e+18,"@globeandmail https://t.co/hMfB16allo

Coincidence

Rick Bright and Fauci 
Rick Bright did not want Hydroxychloroquine because it would have killed his purpose that they need tax payers money to fund this new research 🔬 the experimental vaccines and data collection",,,
1.466071071996666e+18,"@CBCAlerts @CBCNews Never seen a vaccine so effective that case counts are as high as a year ago with no vaccine and it requires multiple boosters and everyone to vaccinated for it to maybe work. 

When are people gonna realize it's failed?

Breakthrough cases = Vaccine failed.",,,
1.466058592272982e+18,"@monpop20 @KLW24525128 @CBCNews No, the virus and it’s spread are well known, the vaccine has been extremely safe and extremely effective (far more than the flu vaccine for example). Only weird online conspiracy theories deny reality.",,,
1.4658820068147896e+18,@fur_ghost @MomsHelper1 @CBCAlerts So who’s the real idiot here? The guy who still thinks the vaccine prevent transmission or the guy standing up for its rights?,,,
1.4658567850514432e+18,"@dennizenx @yaboycmac @CBCNews Good.

We have good vaccine uptake +
That tells me that our establishments are adhering to mandates and most reasonable people are using masks/social dust and personal hygiene. 
Also tells me our at risk population is at higher risk and need better care.",,,
1.4658527085193953e+18,@Iwearcoolshoes @Onebadmum2 @aaflightinjury @CBCNews 1/2 Yes I did read the article. A key point in the article is the 16 week grace period for those who received the placebo during the vaccine trial...it doesn't give the start or end date. During 16 week grace period they are using a fraudulent document,,,
1.4661840178631885e+18,@CBCNews Yet some people still think a vaccine is the only way out of this,,,
1.4661121259993252e+18,"@Norbsters @CBCNews I am not anti vaccine lol.
I am anti experimental vaccine. 

Current death toll proves my point. 

Funny how the vaxx-nazi is pro choice.",,,
1.4658813086267638e+18,"@nationalpost Omicron
Proved once and for all the
Vaccine Passport was a joke and a
FASCIST power grab!
The whole world has the new
Varients now, AND....
it walked right by medical security,
Boarded an Airplane and Strutted into your Home town Unimpeded or DETECTED! https://t.co/joJVfbXTOM",,,
1.466098875488518e+18,@monpop20 @CBCNews Uhh “threatened” is the key word here.  Those bloody jerks shouldn’t be there bothering those families with kids included going for a vaccine in the first place.,,,
1.46589510148642e+18,"@SimShady99 @CBCNews Listen to the way you group ""anti vaxxers"" together. What about a woman  doing IVF, or a pregnant woman, or a person whose mom died due to vaccine related injury, a naturopath type who spent their lives treating their body as a temple. Not all are conspiracy theory nuts.",,,
1.4661605188848353e+18,"@CBCNews Why is this only an English language issue? I don’t ever hear about words being forbidden in other developed countries. And if we can change the meaning of the word “vaccine”, and accept it, why can we not accept the meanings of these words as they have evolved?",,,
1.466079675738833e+18,@globeandmail Actually no one is concerned. Literally no one except the financial bottom lines of vaccine manufacturers &amp; politicians,,,
1.4658681465442386e+18,@CBCAlerts These employees had to have all their immunizations up to date and show those records at the time of hire. What in earth is the big deal. It will simply be another vaccine on their record for new hires.,,,
1.4660570826380083e+18,"@CBCAlerts Good! As an ex-RCMP officer, I firmly believe it's a breach of the oath ""to serve and protect"" to refuse the vaccine. Many in the public don't realize how often it is the police who are first on scene to medical emergencies and accidents. They're in the wrong profession.",,,
1.4660300931307397e+18,@CBCNews There was never immunity from vaccine.  Please.  Break through cases daily started since two months after the first jab.,,,
1.46585417369455e+18,@Iwearcoolshoes @Onebadmum2 @aaflightinjury @CBCNews 2/2 stating they are vaccinated and they are not. They are free to travel and receive services as if they are vaccinated. You could be on a flight where everyone has a vaccine passport but not everyone is vaccinated. The devil is in the details.,,,
1.4658413458939658e+18,@ciderismydrink @FreedomGermain @CBCNews 🤣 those are the reported vaccine side effects,,,
1.4661824749213942e+18,"@CBCNews well i wouldn't even give the animals the vaccine,, You might kill them all! But just in case you guys try i better buy some phizer stock",,,
1.466014310249812e+18,"@sir_aleeu @Robrt_McMillan @CBCAlerts No but the vaccine kills the variant quicker than an unvaccinated person so the time they reduce the transmission rate. Only through travel no community spread. Also, the higher vaccination rate decreases the chance of creating a new mutation or variant in these countries",,,
1.4658454889352233e+18,"@CaptainCanada76 @CBCNews This is true, you are correct.  Vaccinated people are 40% less likely to pass CoVid on to another person than an unvaccinated person.   Vaccine makes no difference in catching it.

Vax makes significant reduction in the severity of illness.   Really, the only promise delivered.",,,
1.4661460713110446e+18,@michelle1206 @brianr1287 @CBCNews New variant..new vaccine same day? Noone is held liable- so everyone gets the jab,,,
1.4661180435834798e+18,@globeandmail The most dangerous variants are the ones caused by a vaccine that is ineffective with stopping a host from being contagious,,,
1.4660648470666035e+18,"@monpop20 @KLW24525128 @CBCNews So you’re ok with millions of people dying, just as long as you don’t feel bad? 5.22 million people died from covid, worse than malaria. 10,000 in Ontario alone. We have a vaccine to stop it, and you’re worried about feelings? Grow up.",,,
