tweet_id,text,source,created_at,possibly_sensitive,author_id,places_type,places_normalized_text,hashtags,lang
1466048112984739841,"@picardonhealth @tdsb @globeandmail Update: Toronto School Board has 920 Unvaccinated staff working with kids daily
While awaiting vaccine exemption approval (or rejection).
Meanwhile, they are getting COVID tests regularly.
Some boards have NO mandatory vaccination. 
What are they doing? 
https://t.co/TwdZYJ9CP6",Twitter Web App,2021-12-01T14:14:42.000Z,False,2491664966,Organization,Toronto School Board,,en
1466046711374102532,@globeandmail The vaccine is going to cause a massive population drop.,Twitter Web App,2021-12-01T14:09:08.000Z,False,1436074184111640579,,,,en
1466042626222735367,"@monpop20 @KLW24525128 @CBCNews Not getting the vaccine means the virus spreads, more people die and the restrictions last longer.",Twitter for iPhone,2021-12-01T13:52:54.000Z,False,905254480899432448,,,,en
1466039027740692481,@EagleEye1719 @CBCAlerts You are less likely to catch Covid and therefore less likely to pass it on.  No vaccine is 100%. But I’m sure you know that because you are sooooo smart …covidiot   Get vaxxed !  We’ve had it with you guys. It’s what is perpetrating the pandemic,Twitter for iPad,2021-12-01T13:38:36.000Z,False,2871804362,,,,en
1466034614808588292,@CBCNews In other words.. vaccine doesn't work but get a booster shot and once it's updated go ahead and get another shot.,Twitter for Android,2021-12-01T13:21:04.000Z,False,3192628099,,,,en
1466031834077216771,"@CBCNews The only immunity there is regarding covid, is immunity from liability for vaccine manufacturers",Twitter Web App,2021-12-01T13:10:01.000Z,False,1428866113727782917,,,,en
1466031183964381192,@picardonhealth @CBCNews Sick people do sick things arrest them and force vaccine to enter jail 😼,Twitter for iPhone,2021-12-01T13:07:26.000Z,False,1458518031538302988,,,,en
1466031036035440643,"@Quincey91980274 @AlexGrenier @jessejamesrich @CBCAlerts @mini_bubbly Find me any source that hasn't been discredited that shows there is less than 5 times more protection in the vaccinated over the unvaccinated.

Moreover, the unvaccinated are 60 times more likely to take up critical hospital space
https://t.co/W4UKloFRSW",Twitter for Android,2021-12-01T13:06:51.000Z,False,451888924,,,,en
1466030093130739714,@CBCNews There was never immunity from vaccine.  Please.  Break through cases daily started since two months after the first jab.,Twitter for Android,2021-12-01T13:03:06.000Z,False,1353916566400884738,,,,en
1466015338584326144,"@CaptainCanada76 @CBCNews The most selfish act possible is to put children in harm's way to for the protection of ones self.  Especially when one is already protected.  

Please go look in the mirror and once again explain why children need a vaccine.",Twitter Web App,2021-12-01T12:04:28.000Z,False,893726887,,,,en
1466014310249811969,"@sir_aleeu @Robrt_McMillan @CBCAlerts No but the vaccine kills the variant quicker than an unvaccinated person so the time they reduce the transmission rate. Only through travel no community spread. Also, the higher vaccination rate decreases the chance of creating a new mutation or variant in these countries",Twitter for iPhone,2021-12-01T12:00:23.000Z,False,1300122231478063108,,,,en
1465995354994790402,@LordChancello13 @CBCAlerts So are you saying thr vaccine straight up doesn't work huh?,Twitter Web App,2021-12-01T10:45:04.000Z,False,2300675257,,,,en
1465981245926658051,@CBCAlerts The irony of this #coercive #covidvaccine stupidity is that you need to show this vaccine 'health' pass to get into a junk food restaurants!🤔🤨🙄,Twitter for Android,2021-12-01T09:49:00.000Z,False,829794339702325248,,,coercive covidvaccine,en
1465974565507584000,"@nationalpost All that matters is acknowledging the Covid-19 pandemic is an over-exaggerated LIE! due to NATUROPATHY SURPASSING interest in CHEMICAL MEDICINE, over the passed decade. The ""VIRUS"" is a MAN-MADE FLU like the rest, &amp; the ""VACCINE"" is just another FLU SHOT, for population control.",Twitter for Android,2021-12-01T09:22:27.000Z,False,481608990,,,,en
1465956165968404480,@Louise32488678 @CBCNews Vaccine is a product for money not science for serve nation,Twitter for Android,2021-12-01T08:09:20.000Z,False,3400852209,,,,en
1465954123765850119,@CBCAlerts Control people by fear so all logic is gone. How are only the vaccinated allowed on planes when it is well known that vaxxed are also transmitting covid. Therefore ANY vaccine mandate is completely unwarranted. A whole plane of vaccinated people doesn’t mean covid isn’t present.,Twitter for iPad,2021-12-01T08:01:13.000Z,False,1084845463549952000,,,,en
1465947831957663744,"@CBCNews Better headline - Trudeau's inflationary spending, small business closures and vaccine mandates have devastated the working class",Twitter for Android,2021-12-01T07:36:13.000Z,False,1432933915413598215,Person,Trudeau,,en
1465944249858416643,@CBCNews Because our vaccine was a hoax and they live mandates ??? Or can we trust our Vax ?   I hope so,Twitter for Android,2021-12-01T07:21:59.000Z,False,1465904682828812290,Person,Vax,,en
